Date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,BlkSizeMeanByte,BlkWghtMean,BlkWghtTot,CapAct1yrUSD,DiffLast,DiffMean,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowOutExNtv,FlowTfrFromExCnt,HashRate,IssContPctAnn,IssContPctDay,IssTotNtv,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,Close,RevHashRateUSD,RevNtv,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,SplyMiner0HopAllNtv,SplyMiner0HopAllUSD,SplyMiner1HopAllNtv,SplyMiner1HopAllUSD,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,VelCur1yr,Open,Gsearch_scaled,High,Low,DXY,Twitter,FG,Git,Rate
2022-02-26,818914,9247,2295452,16491599,1028,470578,7072060,45,98705,40444048,19526975,9531772,3342686,15761,4,145873,84,816806,2128,1163691.976,3042550.144,380318768,282602943988,27967152532434,27967152532434,6.74253227,263340.2385,11237.00101,9963.862884,6717,173781837.5,1.503277174,0.0041185676,781.25,0.3564599583,127.7115958,49.90501453,98.55349563,38.51109682,39056.57815,0.1770972868,787.9925323,16511704.48,4469895.953,400821.3501,7235732.298,10508838.12,1646788.813,11752446.8,13220561.26,14611122.6,681410.337,2963487.543,17192089.12,38.14509164,11170251.3,18586816.92,18957966.59,6761679.479,17517064.31,18892426.84,2326439.695,15633243.08,18962060.51,18924076.94,18723956.67,17941182.17,16236059.91,11981745.27,664319.9227,2816310.129,8088453.97,18966296.11,18965306.9,18955025.9,17282626.71,18498679.0,10704488.31,18873442.63,15255700.44,2974402.457,18782937.74,17384904.92,18968973.43,20657296.88,14638127.64,1799330.549,70275694193.0,2607409.788,101836504180,221994,2.569375,709986,148529.7659,0.4826427706,0.002455385,15.10956087,39213.08203,0.35,40005.34766,38702.53516,97.0,161648.0,26.0,622.0,0.25
2022-02-27,768705,9236,2297934,16520612,1029,470768,7082434,45,98695,40487989,19562535,9546339,3346908,15755,4,145851,84,817311,2127,1009489.515,2677225.625,364102685,272186620734,27967152532434,27967152532434,6.86135737,258431.5109,13606.44093,13400.62528,7506,189074637.4,1.635492292,0.0044808008,850.0,0.3564317336,103.2021852,48.64047322,79.63911607,37.53490572,37664.77928,0.1706918196,856.8613574,16511272.03,4471510.7,263452.399,7226555.576,10509074.51,1617048.098,11753470.34,13220814.64,14611381.98,691886.7041,2962274.537,17192758.22,38.09500706,11166742.54,18587030.43,18958804.55,6761447.052,17515941.33,18893144.12,2323598.457,15631329.11,18962906.41,18924849.42,18724398.72,17940475.38,16234162.79,11979384.07,664319.9227,2813333.849,8087545.53,18967144.25,18966118.12,18955438.58,17264582.66,18489747.18,10671729.15,18871713.52,15227315.41,2971426.177,18783406.04,17384304.88,18969823.43,20657509.38,14638643.23,1799292.741,67769963955.0,2608813.725,98260393146,206112,2.385555556,689832,183812.2263,0.6518570089,0.00243064,15.11322929,39098.69922,0.35,39778.94141,37268.97656,97.0,131521.0,26.0,622.0,0.25
2022-02-28,981066,9411,2301582,16536120,979,471419,7095869,45,98896,40527746,19579047,9561831,3352946,15953,4,146138,85,818223,2266,1177785.448,3151165.266,485279451,312753039142,27967152532434,27967152532434,9.57794189,413568.3906,24583.46845,24016.73367,14258,214099221.9,1.851860533,0.0050735905,962.5,0.3429981154,26.4964579,55.86869827,20.44542627,43.10988871,43179.25451,0.1960474237,972.0779419,16511528.82,4611806.698,605537.2263,7243131.978,10508308.03,1864357.149,11710522.49,13216084.8,14612030.87,1005077.088,3134938.298,17193594.97,38.18045285,11162261.59,18587293.25,18959759.64,6506943.823,17514802.77,18894068.5,2310189.805,15627722.48,18963862.63,18925804.81,18724979.09,17939658.21,16231653.36,11977133.43,664319.9228,2812250.68,8059300.283,18968116.09,18967219.18,18957857.78,17334645.28,18530519.28,10833441.14,18881471.94,15396584.01,2960603.244,18783872.63,17382638.02,18970785.93,20657750.0,14638402.1,1799354.66,77694792809.0,2607272.801,112580095859,274389,3.175798611,843962,715974.4145,1.464754331,0.00291589,15.159803,37706.0,0.35,43760.45703,37518.21484,96.540001,185466.0,20.0,621.0,0.25
2022-03-01,1065354,9419,2304783,16566524,977,471826,7108003,45,98870,40528683,19614629,9579407,3358427,15955,4,146144,84,819261,2263,1289156.87,3321702.63,538115826,321222242823,27967152532434,27967152532434,20.38178056,903615.1857,26737.44503,29040.60792,12815,225221260.3,1.947957112,0.0053368688,1012.5,0.3426279502,31.91600278,57.55206083,24.6274886,44.40915523,44334.45758,0.2033211848,1032.881781,16513068.8,4610998.051,700949.7283,7245430.763,10511306.44,1883039.077,11712950.93,13215910.47,14614450.55,1054463.445,3127880.234,17196153.96,38.19053206,11158439.9,18587588.33,18960787.15,6500268.408,17513463.99,18894969.72,2308664.771,15624935.5,18964895.74,18926776.86,18725579.89,17939116.06,16229126.6,11972843.15,662819.9179,2797204.509,8050199.768,18969129.83,18968257.98,18959135.94,17345557.82,18537042.93,10856193.03,18883848.25,15415067.11,2955424.177,18784130.3,17380466.76,18971798.43,20658003.13,14639294.05,1799376.829,79774395678.0,2608769.71,115658390050,275460,3.188194444,860896,594429.0255,1.718699864,0.00272274,15.21013881,43194.50391,0.3,44793.60156,42952.58594,96.769997,211023.0,29.0,620.0,0.25
2022-03-02,1091796,9412,2305010,16543231,978,471777,7104559,45,98895,40496603,19585089,9569266,3358708,15942,4,146110,84,819384,2265,1514683.147,3994574.206,543262092,318606231447,27967152532434,27967152532434,28.40659077,1249452.104,20750.19089,22252.7533,12381,189074637.4,1.635248764,0.0044801336,850.0,0.3428259754,60.35262545,57.62595962,46.57135156,44.46730866,43984.58493,0.2043444315,878.4065908,16513265.16,4606594.145,436662.2975,7243588.452,10511910.63,1842983.557,11714835.7,13217022.25,14614343.29,1080506.255,3120617.655,17196797.15,38.17911073,11158052.97,18588734.9,18961656.44,6504316.704,17514209.07,18895994.45,2312166.729,15626111.19,18965755.84,18927709.71,18726719.16,17940093.71,16229780.47,11972399.84,662819.918,2800423.077,8055061.387,18969979.38,18969100.42,18959928.89,17342926.69,18536502.59,10848356.9,18884452.1,15411430.5,2958872.199,18785031.26,17380643.79,18972648.43,20658215.63,14640322.17,1799360.895,79144142092.0,2608302.233,114725091079,289957,3.355983796,875589,314363.2657,0.9445325761,0.002414,15.22551492,44357.61719,0.3,45077.57813,43432.85156,97.370003,158660.0,20.0,619.0,0.25
2022-03-03,1011448,9422,2306226,16548820,974,472144,7108532,45,98829,40500430,19583018,9574005,3361092,15954,4,146223,84,820104,2265,1271530.318,3346234.824,495242754,308040839849,27550332084344,27837600231001,20.25082778,860513.8574,20210.69941,19539.27137,11457,204804563.2,1.779448657,0.0048752018,925.0,0.3421926778,49.68036959,56.04853942,38.33543807,43.2493826,42492.77446,0.1961202895,945.2508278,16513360.45,4609178.032,448613.4407,7249252.227,10511710.81,1813832.034,11716150.02,13217684.36,14614553.85,1092835.415,3124718.421,17197401.24,38.20710028,11157278.24,18589396.11,18962591.33,6492617.901,17514231.61,18896904.1,2318325.974,15622416.68,18966680.7,18928632.64,18727536.64,17940581.97,16228960.0,11971712.01,662819.918,2806803.234,8046952.95,18970902.74,18969991.85,18960517.75,17326776.51,18528955.31,10812377.69,18883356.29,15379708.02,2965221.503,18785722.01,17379971.48,18973573.43,20658446.88,14640797.87,1799381.867,76460727850.0,2609531.378,110886228292,270823,3.134525463,861254,381912.8881,0.9090784632,0.00236856,15.23769677,43925.19531,0.3,44021.57813,41914.75,97.470001,150098.0,39.0,619.0,0.25
2022-03-04,949176,9425,2307699,16555681,977,472309,7111579,45,98804,40506795,19584827,9578106,3363271,15965,4,146215,84,820411,2265,1316584.741,3430662.295,476862059,283333657530,27550332084344,27550332084344,15.17504806,593441.5786,18250.77297,21511.19115,12938,190365287.1,1.671162428,0.0045785272,868.75,0.3426123991,51.32782516,52.23173263,39.60657189,40.30406251,39106.40522,0.1815831638,883.9250481,16513590.95,4610405.082,484095.7361,7245198.222,10505940.25,1695685.685,11713448.75,13209911.16,14614931.34,1108161.824,3122260.173,17198082.37,38.18398534,11158104.56,18590094.69,18963469.87,6500879.158,17514293.61,18897753.34,2309050.841,15622338.98,18967553.08,18929493.45,18728324.24,17940776.04,16228265.43,11973472.99,662819.9181,2796894.387,8049996.403,18971764.63,18970775.62,18960513.85,17279233.79,18501950.52,10695160.28,18878753.27,15247853.51,2955321.881,18786412.09,17379823.37,18974442.18,20658664.06,14641427.06,1799337.223,70365610556.0,2610589.483,102090770171,257979,2.985868056,817123,369671.6571,1.098982804,0.002445,15.25852323,42458.14063,0.3,42479.61328,38805.84766,98.040001,149694.0,48.0,619.0,0.25
2022-03-05,801293,9418,2309397,16580538,980,472357,7119072,45,98789,40558785,19617428,9588206,3366166,15958,4,146119,84,820746,2265,1190826.642,3152368.789,387741361,285165909328,27550332084344,27550332084344,11.20326832,441228.2294,8529.072252,8509.272201,8712,168452736.3,1.478738516,0.0040513384,768.75,0.3429697823,70.43273192,52.84515758,54.348712,40.77743645,39383.88484,0.1823513846,779.9532683,16514364.56,4608779.305,383638.7414,7240674.973,10505722.0,1681688.914,11710286.84,13209195.37,14615491.61,1063826.106,3111809.625,17198878.85,38.15860071,11158087.33,18590422.96,18964220.99,6507923.962,17513657.52,18898406.03,2309769.612,15622011.94,18968314.72,18930183.94,18728809.12,17940517.21,16227065.44,11973635.91,662819.9201,2798021.262,8052698.436,18972533.69,18971551.13,18961332.45,17281954.33,18504018.28,10701910.35,18879832.55,15253303.97,2956396.596,18787059.88,17380177.03,18975210.93,20658856.25,14642031.42,1799292.355,70863122906.0,2608805.908,102744911459,226147,2.61744213,743932,269408.9866,0.8089471077,0.00216615,15.2610175,39148.44922,0.3,39566.33594,38777.03516,98.040001,121698.0,27.0,619.0,0.25
2022-03-06,771254,9422,2310376,16594314,978,472587,7122746,45,98783,40579871,19632671,9593826,3367134,15952,4,146292,84,821099,2263,1064535.672,2831637.992,370944577,276574468218,27550332084344,27550332084344,9.34883795,358989.2316,7906.490437,8344.724686,6954,179409010.7,1.574848674,0.0043146539,818.75,0.3428106587,158.1585341,52.49388589,122.0409205,40.50620594,38399.34263,0.1772399886,828.098838,16514479.39,4603220.362,237784.7022,7202583.412,10505562.63,1675191.91,11709597.55,13208739.31,14615916.3,1050671.654,3105136.501,17199650.33,37.95621915,11156771.12,18591055.96,18965036.56,6505185.235,17513876.64,18899165.17,2309502.799,15619385.74,18969133.3,18930968.2,18729443.82,17940896.24,16227124.57,11970726.33,662819.9202,2797985.449,8050714.182,18973351.04,18972342.44,18961844.9,17269566.26,18497614.95,10673596.0,18878854.72,15228117.2,2956324.096,18787779.86,17380355.75,18976029.68,20659060.94,14642599.86,1799324.021,69092859589.0,2605822.331,100061864509,205542,2.378958333,659025,119981.067,0.4481501009,0.0023,15.25941205,39404.19922,0.3,39640.17578,38211.64844,98.040001,122650.0,10.0,619.0,0.25
2022-03-07,917289,9414,2312083,16605457,978,472655,7131173,45,98784,40584020,19640888,9603921,3370571,15936,4,146235,83,821398,2261,1181651.196,3101251.709,458985253,274599912260,27550332084344,27550332084344,11.28271007,430398.5429,18467.53347,17593.75645,10482,202691097.0,1.779131618,0.0048743332,925.0,0.3429497089,67.45167148,52.48828906,52.05339635,40.50594528,38146.73427,0.1762096524,936.2827101,16515966.69,4604933.901,318079.5621,7198516.924,10507216.21,1680927.252,11710465.28,13210636.73,14617711.09,1076853.776,3092923.409,17200368.21,37.93294048,11157916.38,18591514.02,18965972.08,6508141.084,17513400.88,18900070.47,2311915.073,15619550.09,18970064.63,18931898.57,18730121.28,17940755.63,16225967.73,11971287.87,663137.9202,2790369.296,8049587.299,18974275.67,18973261.28,18962711.97,17266271.36,18496445.52,10671295.08,18879340.22,15224083.96,2958425.018,18788261.88,17379824.06,18976954.68,20659292.19,14644780.8,1799300.764,68637448133.0,2609368.239,99538876846,255761,2.960196759,783239,281341.5037,0.8481374172,0.00261195,15.2768428,38429.30469,0.3,39430.22656,37260.20313,98.57,147188.0,11.0,619.0,0.25
2022-03-08,962840,9431,2314566,16603788,975,472822,7138430,45,98824,40560668,19630252,9610108,3374853,15946,4,146322,84,821885,2269,1252862.574,3227130.284,477615282,279050432972,27550332084344,27550332084344,10.60010007,410493.9342,15681.48818,17697.45739,11399,202691097.0,1.779044894,0.0048740956,925.0,0.3419760404,93.8265027,53.62505167,72.4059229,41.38245853,38725.47726,0.1787525991,935.6001001,16516467.36,4612032.505,375159.9873,7205861.689,10509152.31,1718384.883,11711259.65,13209566.99,14618025.51,839750.2536,3105571.144,17201175.68,37.9697933,11155753.15,18592077.92,18966920.68,6489980.148,17512626.6,18901066.73,2307625.612,15617756.74,18971001.46,18932877.88,18730925.59,17940411.6,16224777.89,11968168.38,663549.9203,2798940.516,8045004.19,18975201.42,18974202.63,18963867.72,17273142.5,18501118.89,10679869.65,18881415.51,15237095.64,2957235.484,18788630.69,17378202.34,18977879.68,20659523.44,14645231.93,1799422.614,69683499508.0,2605174.162,100886612768,258526,2.992199074,796039,202265.662,0.6564973113,0.00260498,15.27572992,38059.90234,0.3,39304.44141,37957.38672,99.239998,133210.0,34.0,624.0,0.25
2022-03-09,960901,9421,2316901,16635864,974,473318,7147121,45,98858,40636638,19672269,9622343,3378524,15960,4,146378,83,822766,2270,1249659.638,3348340.638,462071008,302217917152,27550332084344,27550332084344,11.37686634,477707.8236,17049.35913,21530.38705,11484,188995751.6,1.65876378,0.0045445583,862.5,0.3414963448,31.25816806,57.61974875,24.12084734,44.46316753,41989.40282,0.1941502254,873.8768663,16517232.43,4615529.054,426436.1776,7197480.718,10510976.56,1741526.642,11712092.88,13206710.57,14618231.97,841456.9088,3106721.473,17202141.31,37.92390797,11148075.32,18592413.7,18967761.14,6481171.084,17511892.42,18901779.93,2298744.046,15615181.77,18971855.11,18933635.86,18731436.08,17940150.58,16222312.4,11964102.03,663549.9203,2778460.804,8040408.54,18976070.69,18975147.27,18965586.28,17319139.86,18529152.51,10794347.14,18887534.92,15364569.41,2946495.536,18789419.14,17378033.86,18978742.18,20659739.06,14645239.03,1799283.298,75550831175.0,2588071.311,108671568810,272021,3.148391204,836956,607161.0513,1.224147547,0.00254369,15.29853254,38742.81641,0.3,42465.67188,38706.09375,99.120003,189906.0,21.0,621.0,0.25
2022-03-10,993366,9432,2318493,16634602,978,474099,7153393,45,99056,40615930,19664029,9629538,3380843,15949,4,146900,83,823614,2270,1271984.538,3309604.731,479892686,284589929522,27550332084344,27550332084344,11.55721584,456304.983,17760.3074,17628.33486,10456,198582492.4,1.742820761,0.0047748514,906.25,0.340599412,70.73578681,54.42453146,54.58273738,41.99627998,39482.25847,0.1824788343,917.8072158,16517668.94,4643789.194,497946.3318,7208045.856,10535351.84,1756248.549,11735820.67,13205424.69,14618144.46,827579.9807,3124226.58,17202718.45,37.97776277,11127217.69,18593057.63,18968687.82,6464457.095,17512176.87,18902715.8,2299334.268,15610595.06,18972772.23,18934583.42,18732186.1,17940513.19,16221010.59,11938989.73,663549.9208,2779261.443,8017621.348,18976971.09,18975989.87,18965836.2,17280979.02,18506937.65,10669633.42,18884234.15,15244000.37,2946688.663,18789881.58,17376241.36,18979648.43,20659965.63,14645502.83,1799356.883,71042673521.0,2585508.81,102081727096,259229,3.000335648,819754,268317.4852,0.8772912043,0.00252264,15.30987598,41974.07031,0.3,42004.72656,38832.94141,98.059998,158285.0,24.0,619.0,0.25
2022-03-11,903967,9441,2320323,16657303,988,473823,7161242,45,98881,40647521,19689637,9640984,3383824,15957,4,146408,84,823734,2279,1246001.71,3217942.536,444076070,279724771092,27550332084344,27550332084344,10.94863237,425084.6417,12640.72438,19108.55442,9593,188995751.6,1.658609202,0.0045441348,862.5,0.3415664276,67.91575802,53.38212007,52.40588064,41.19128011,38825.36442,0.1794324009,873.4486324,16518131.02,4648554.274,496086.324,7204691.45,10536224.1,1778364.126,11737174.9,13205770.92,14618187.61,861779.8711,3122721.403,17203340.07,37.95836411,11148555.79,18593461.29,18969546.24,6483105.313,17511412.47,18903467.84,2296790.721,15612488.5,18973635.15,18935383.81,18732744.45,17940193.57,16219748.52,11960604.52,663549.9208,2782480.338,8035098.582,18977832.66,18976834.34,18966515.78,17272455.95,18502863.68,10675651.0,18883866.38,15233033.66,2939975.069,18790457.06,17376722.57,18980510.93,20660181.25,14645944.02,1799345.629,69860249770.0,2581173.744,100215011259,252248,2.919537037,802176,279471.3846,0.7748887708,0.00253116,15.31331908,39439.96875,0.3,40081.67969,38347.43359,98.360001,148462.0,30.0,619.0,0.25
2022-03-12,787792,9437,2321216,16676350,988,473872,7164938,45,98875,40691336,19717309,9646482,3385105,15954,4,146326,84,823953,2279,916323.4103,2419394.141,377425486,279009558464,27550332084344,27550332084344,7.79177469,303498.429,8014.678775,7526.730301,6378,213647371.4,1.874853233,0.0051365842,975.0,0.3414515491,87.88172208,53.41328101,67.80867325,41.2131628,38951.13002,0.1791777261,982.7917747,16518292.85,4651562.754,386061.1887,7163067.114,10536799.55,1776369.241,11734981.02,13205426.31,14617476.29,792945.6084,3119851.144,17204117.87,37.73712522,11148437.64,18594189.89,18970504.07,6481257.775,17511530.35,18904351.64,2294805.763,15613000.9,18974604.16,18936290.96,18733531.73,17940529.32,16219603.62,11960844.11,663549.9208,2780662.941,8033901.811,18978807.79,18977812.49,18967495.5,17273721.16,18504353.4,10680226.2,18884931.25,15235797.79,2938157.672,18791459.32,17377660.56,18981485.93,20660425.0,14645928.04,1799471.506,70091448598.0,2581611.025,100556666693,222124,2.57087963,702187,215989.0075,0.4891558693,0.00232422,15.30278345,38794.46484,0.3,39308.59766,38772.53516,98.360001,132194.0,27.0,619.0,0.25
2022-03-13,751546,9440,2322245,16688291,987,474073,7168518,45,98952,40725016,19735318,9650993,3386747,15961,4,146395,84,824396,2277,890031.9934,2362270.351,356702823,269555179824,27550332084344,27550332084344,6.71842289,254012.2651,7269.139878,8173.728795,6817,206799699.7,1.814671559,0.0049717029,943.75,0.3412971574,191.5555412,52.22280433,147.8032763,40.29484883,37808.3174,0.1737701354,950.4684229,16518870.34,4650944.701,237491.5235,7129520.655,10520391.19,1757335.574,11735825.83,13204243.87,14618018.1,794898.2288,3119254.753,17204965.61,37.5585253,11146622.83,18594890.27,18971433.26,6478649.29,17511739.41,18905248.46,2294111.526,15612746.7,18975542.05,18937199.83,18734311.45,17941041.42,16219304.9,11959522.39,663549.9208,2780827.241,8029747.589,18979749.93,18978723.65,18968060.19,17259942.36,18497240.57,10652978.6,18883809.84,15210217.76,2938321.972,18792364.34,17378154.79,18982429.68,20660660.94,14646745.7,1799594.438,68039637685.0,2582277.264,97631558418,206930,2.395023148,665236,99096.21807,0.3828657064,0.00215,15.29158402,38884.72656,0.3,39209.35156,37728.14453,98.360001,121519.0,21.0,620.0,0.25
2022-03-14,936153,9431,2323516,16699930,985,474138,7177030,45,98940,40747163,19748973,9662602,3389230,15949,4,146505,84,824622,2274,1142810.771,3022621.967,462461161,282624453463,27550332084344,27550332084344,10.45361332,414475.7883,18295.95249,19603.92258,9906,209538768.8,1.838614318,0.0050372995,956.25,0.3413362521,73.81991066,54.87451861,56.95808063,42.34016579,39649.04532,0.182920209,966.7036133,16520947.28,4653963.906,287824.8819,7128152.8,10492505.76,1749324.912,11736659.64,13205328.24,14620063.23,821551.9638,3113473.18,17207439.56,37.54942783,11145184.41,18595369.71,18972386.35,6479717.807,17511448.12,18906144.09,2298667.479,15611307.1,18976497.9,18938139.03,18734952.51,17940970.54,16219095.94,11957759.82,663636.9209,2786759.848,8030475.157,18980708.57,18979731.19,18969572.62,17281851.91,18510134.82,10695259.3,18887887.23,15246750.17,2944254.579,18792996.44,17378186.1,18983385.93,20660900.0,14647230.22,1799503.89,71348611279.0,2588721.802,102640348079,263759,3.052766204,797530,257158.0724,0.7358667097,0.00257,15.30051124,37846.31641,0.3,39742.5,37680.73438,99.129997,159575.0,23.0,622.0,0.25
2022-03-15,949102,9435,2323885,16717217,988,474117,7180669,45,98799,40795089,19763189,9668923,3389963,15941,4,146345,85,824744,2276,1245941.41,3380223.446,469851059,280186387174,27550332084344,27550332084344,9.95232555,391691.8245,13489.49973,33479.61993,11385,190365287.1,1.670298656,0.0045761607,868.75,0.3414397614,78.8866075,54.70344113,60.86581434,42.20703104,39356.8139,0.1816661243,878.7023256,16521741.9,4643083.906,363604.9874,7119132.862,10481170.4,1768264.912,11735883.23,13203553.23,14620349.1,821396.7874,3113488.945,17208349.33,37.50019678,11151243.72,18595992.54,18973253.74,6481979.388,17511763.34,18906923.86,2300812.856,15611346.86,18977360.91,18938955.31,18735624.46,17941500.83,16218963.88,11962282.55,663636.9217,2800187.209,8034221.201,18981576.82,18980591.09,18970359.24,17278613.69,18508862.53,10691987.66,18888181.52,15241003.9,2948010.849,18793948.74,17379549.79,18984254.68,20661117.19,14647506.81,1799459.649,70820998532.0,2583236.296,101667950159,266692,3.086712963,826779,240652.4413,0.7012198574,0.00254489,15.29862492,39664.25,0.3,39794.62891,38310.21094,99.129997,187310.0,21.0,621.0,0.25
2022-03-16,1014991,9440,2324366,16724279,981,474003,7183952,45,98791,40824425,19770008,9673154,3390584,15960,4,146433,84,824710,2289,1212922.348,3189721.6,494406848,291427261619,27550332084344,27550332084344,10.25185389,421369.3261,21007.1487,29603.24466,11884,212277837.8,1.862468199,0.0051026526,968.75,0.3401318325,45.11880756,57.07250337,34.80855381,44.03066952,41101.76858,0.1895567999,979.0018539,16522110.1,4647025.629,452796.2305,7090382.524,10485854.5,1801225.514,11737483.14,13201153.62,14621626.93,826380.4869,3116061.326,17209250.06,37.34684793,11149112.24,18596817.63,18974223.1,6457478.837,17512296.15,18907867.38,2300008.427,15610480.66,18978329.87,18939912.11,18736473.41,17942116.16,16219848.56,11961961.02,663636.9217,2789229.169,8037203.78,18982550.36,18981605.36,18971832.59,17309019.86,18527806.53,10774715.8,18892286.04,15339303.89,2946713.984,18794962.65,17380933.3,18985223.43,20661359.38,14646844.79,1799545.135,73964487688.0,2570988.307,105672166408,276789,3.203576389,859260,420782.9164,1.009587367,0.0024775,15.3159679,39335.57031,0.3,41465.45313,39022.34766,98.889999,189924.0,24.0,623.0,0.25
2022-03-17,1009859,9418,2324185,16722364,981,474052,7180532,45,98747,40861411,19770677,9669366,3390366,15946,4,146396,84,824662,2287,1159085.157,3056192.799,485934655,289611271943,27452707696466,27517790621718,10.32467965,422965.1312,20258.75783,19747.83951,10257,217498770.5,1.9104319,0.00523406,993.75,0.3407038698,74.96576835,57.25051103,57.83287006,44.16631002,40966.41693,0.1891198827,1004.07468,16522106.18,4670318.041,523797.3987,7069480.165,10482318.26,1877954.004,11738039.03,13200750.02,14621349.78,863230.1769,3189634.481,17209845.51,37.2348009,11149238.72,18597897.78,18975210.18,6468677.667,17513537.93,18908851.35,2300292.351,15611433.37,18979319.82,18940888.44,18737556.65,17943262.68,16221018.57,11963316.01,663636.9217,2787191.549,8044134.709,18983543.79,18982595.65,18972783.8,17308650.45,18528069.28,10772425.6,18893080.1,15337920.74,2944676.364,18796310.66,17382845.27,18986217.18,20661607.81,14647050.99,1799731.449,73728548922.0,2575515.812,105509654562,272685,3.156076389,876433,253265.1582,0.6931888712,0.00234429,15.32379433,41140.84375,0.3,41287.53516,40662.87109,98.5,135071.0,27.0,621.0,0.5
2022-03-18,1004891,9424,2324950,16742176,980,474132,7186604,45,98781,40919048,19792665,9679772,3391398,15954,4,146346,84,824989,2294,1298627.552,3403021.671,486632099,295091939107,27452707696466,27452707696466,11.00062573,460113.4486,31308.57674,32620.99898,11150,195149455.6,1.718106319,0.0047071406,893.75,0.3401106439,63.0642286,58.25953192,48.64917944,44.94272721,41826.11607,0.1939139649,904.7506257,16522660.68,4670943.167,421699.7662,7055207.77,10458601.22,1877589.712,11736269.34,13197721.0,14620982.46,844129.3557,3182424.276,17210726.59,37.15787934,11148927.12,18598441.43,18976097.89,6457718.524,17513535.82,18909623.92,2299739.458,15612212.08,18980209.88,18941719.08,18738138.69,17943555.04,16220321.06,11963399.37,663636.9217,2784303.631,8044076.96,18984438.48,18983509.25,18973887.76,17318844.6,18534184.71,10795031.52,18895113.71,15359519.88,2941799.607,18797219.71,17383882.81,18987110.93,20661831.25,14647088.96,1799697.122,75274340731.0,2565701.843,107313343075,266839,3.088414352,871283,301075.766,0.8198529308,0.00234375,15.33556238,40944.83984,0.3,42195.74609,40302.39844,98.0,134534.0,25.0,622.0,0.5
2022-03-19,864890,9415,2324884,16738411,980,474167,7183560,45,98871,40942890,19791186,9676011,3390654,15946,4,146370,85,824953,2293,1024215.394,2710906.129,420190450,297555319436,27452707696466,27452707696466,7.64799944,322693.2758,14128.26092,16710.97815,8104,211525633.0,1.862188062,0.0051018851,968.75,0.3402810319,101.9958424,58.71497917,78.68060046,45.29331498,42193.16154,0.1947627715,976.3979994,16522642.69,4673031.739,303608.0759,7052216.724,10456454.05,1868821.697,11736177.49,13196960.87,14621062.98,750582.0098,3180307.305,17211293.53,37.14023136,11148036.53,18599583.61,18977063.9,6461283.347,17514608.55,18910606.0,2301856.029,15614217.72,18981178.5,18942690.27,18739204.32,17944564.34,16221412.27,11963111.13,663636.9217,2796565.029,8045447.776,18985407.48,18984485.49,18974936.53,17323653.05,18537367.84,10802574.68,18896602.8,15366094.45,2944399.829,18798496.37,17385375.08,18988079.68,20662073.44,14647592.25,1799825.394,75940323593.0,2563211.969,108150016678,236675,2.739293981,746789,186165.2321,0.5325086064,0.00201245,15.33359365,41794.64844,0.3,42316.55469,41602.66797,98.0,168467.0,28.0,621.0,0.5
