,0
Close,1.0
SplyMiner0HopAllUSD,0.9999732756946249
High,0.9990112812478935
Low,0.9987832232822685
SplyMiner1HopAllUSD,0.9987288249555791
CapAct1yrUSD,0.9985632900132055
Open,0.997645786553633
SplyAdrBalUSD100K,0.9550219342728312
SplyAdrBalUSD1M,0.9547640691334498
SplyAdrBalUSD10M,0.9527682837048218
RevHashRateUSD,0.9465928785741555
SplyAdrBalUSD10K,0.929561242300884
AdrBalCnt,0.9181998195641975
SplyAdrBalUSD1K,0.8982571183159828
SplyAdrBalNtv100,0.8970868398955509
AdrBalNtv0.001Cnt,0.8963909052259698
SplyAdrTop1Pct,0.8938994397694272
SplyAdrBal1in100K,0.8926111082458216
AdrBal1in10BCnt,0.8881881616704055
SplyExpFut10yr,0.8825248975067873
SplyAdrTop10Pct,0.8768928083073684
SplyAdrBal1in1M,0.8727952773853574
SplyAdrBalUSD100,0.8712471013331745
SplyActEver,0.8679026777220001
SplyAdrBalNtv1,0.8666839779704186
SplyAdrBalNtv10,0.8645723057230394
SplyAdrBalUSD10,0.8638663571468104
SplyAdrBal1in10M,0.8637652409150404
SplyFF,0.8631831656545043
SplyAdrBalUSD1,0.8631534706155424
SplyCur,0.8630770927745401
SplyAdrBalNtv0.001,0.8627091416365106
SplyAdrBal1in100M,0.8626905404734697
SplyAdrBal1in10B,0.862437711255449
SplyAdrBalNtv0.1,0.8620047237523106
SplyAdrBal1in1B,0.8616666239277645
SplyAdrBalNtv0.01,0.861658189367952
SplyAct1yr,0.8482587920640344
AdrBal1in1BCnt,0.8404054835205202
SplyAct5yr,0.8379796537989331
